lake_id,country,region,lake_name,dam_type,mechanism,latitude,longitude,outburst_date,outburst_year,reported_lake_volume_m3,reported_peak_discharge_m3s,surface_area_m2,elevation_m
GLOF-NWNorthAmerica-21,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-22,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-23,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-24,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-25,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-26,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-27,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-28,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-29,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-30,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-31,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-32,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-33,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-34,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-35,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-36,USA,NW North America,Dixon Lake,ice,,58.466097,-136.805277,,,,,,
GLOF-NWNorthAmerica-37,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-38,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-39,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-40,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-41,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-42,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-43,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-44,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-45,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-46,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-47,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-48,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-49,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-50,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-51,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-52,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-53,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-54,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-55,USA,NW North America,Van Cleve Lake,ice,,60.695872,-144.408245,1909-02-09,1909.0,,5663.37,,
GLOF-NWNorthAmerica-56,Canada,NW North America,Lake Alsek,ice,,60.41,-138.735,,,,,,
GLOF-NWNorthAmerica-57,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-58,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,,,,,,
GLOF-NWNorthAmerica-59,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,1911-09-15,1911.0,,,,
GLOF-NWNorthAmerica-60,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-61,USA,NW North America,Van Cleve Lake,ice,,60.695872,-144.408245,1912-08-16,1912.0,,,,
GLOF-NWNorthAmerica-62,USA,NW North America,Trap Lake,ice,,61.245,-145.918,1913-10-16,1913.0,,42.47,,
GLOF-NWNorthAmerica-63,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-64,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-65,USA,NW North America,Trap Lake,ice,,61.245,-145.918,,,,,,
GLOF-NWNorthAmerica-66,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-67,USA,NW North America,,ice,,61.19,-145.935,,,,,,
GLOF-NWNorthAmerica-68,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-69,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-70,USA,NW North America,Bearhole Lakes,ice,,58.4967,-136.9173,,,,,,
GLOF-NWNorthAmerica-71,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-72,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-73,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-74,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-75,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-76,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-77,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-78,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-79,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-80,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-81,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-82,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-83,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-84,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-85,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-86,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-87,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-88,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-89,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-90,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-91,Canada,NW North America,Flood Lake,ice,,57.167432,-131.912756,,,,,,
GLOF-NWNorthAmerica-92,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-93,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-94,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-95,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-96,USA,NW North America,,ice,,61.19,-145.935,,,,,,
GLOF-NWNorthAmerica-97,USA,NW North America,Trap Lake,ice,,61.245,-145.918,,,,,,
GLOF-NWNorthAmerica-98,USA,NW North America,Dixon Lake,ice,,58.466097,-136.805277,,,,,,
GLOF-NWNorthAmerica-99,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-100,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-101,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-102,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,1921-09-16,1921.0,,,,
GLOF-NWNorthAmerica-103,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-104,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,1922-09-02,1922.0,,,,
GLOF-NWNorthAmerica-105,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-106,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,1923-08-20,1923.0,,,,
GLOF-NWNorthAmerica-107,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-108,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-109,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-110,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,1925-09-07,1925.0,,,,
GLOF-NWNorthAmerica-111,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-112,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,,,,,,
GLOF-NWNorthAmerica-113,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,1926-08-29,1926.0,,,,
GLOF-NWNorthAmerica-114,USA,NW North America,,water pocket,debris flow outburst flood supplemented,46.796,-121.743,1926-10-01,1926.0,,150.0,,
GLOF-NWNorthAmerica-115,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-116,USA,NW North America,Lower Skolai Lake,ice,,61.661,-142.41,,,,,,
GLOF-NWNorthAmerica-117,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-118,Canada,NW North America,Tide Lake,moraine,moraine dam failure,56.3056,-130.0692,,,,,,
GLOF-NWNorthAmerica-119,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-120,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-121,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-122,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-123,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-124,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-125,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-126,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-127,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-128,USA,NW North America,Lakes in the Tazlina River basin,ice,,61.6069,-146.583,,,,,,
GLOF-NWNorthAmerica-129,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,1932-08-15,1932.0,,,,
GLOF-NWNorthAmerica-130,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1932-08-18,1932.0,,,,
GLOF-NWNorthAmerica-131,USA,NW North America,,water pocket,debris flow 7 m high and 50m wide. landslide on lateral moraine resulted from outburst,46.796,-121.743,1932-10-14,1932.0,,150.0,,
GLOF-NWNorthAmerica-132,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-133,USA,NW North America,,moraine,,44.11229,-121.780375,,,,,,
GLOF-NWNorthAmerica-134,USA,NW North America,,moraine,,44.113823,-121.779871,1933-08-12,1933.0,,262.5,,
GLOF-NWNorthAmerica-135,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,1933-08-28,1933.0,,,,
GLOF-NWNorthAmerica-136,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-137,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-138,USA,NW North America,,moraine,,44.696499,-121.792813,1934-08-21,1934.0,,450.0,,
GLOF-NWNorthAmerica-139,USA,NW North America,Lower Skolai Lake,ice,,61.661,-142.41,,,,,,
GLOF-NWNorthAmerica-140,USA,NW North America,,water pocket,debris flow; water flooded in 3 or 4 distinct surges,46.796,-121.743,1934-10-24,1934.0,,150.0,,
GLOF-NWNorthAmerica-141,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-142,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-143,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-144,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-145,USA,NW North America,,moraine,,44.657097,-121.790023,,,,,,
GLOF-NWNorthAmerica-146,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-147,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-148,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-149,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-150,USA,NW North America,,moraine,,37.970278,-119.318611,,,,,,
GLOF-NWNorthAmerica-151,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-152,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-153,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-154,USA,NW North America,Strandline Lake,ice,,61.505747,-151.910019,,,,,,
GLOF-NWNorthAmerica-155,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-156,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-157,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-158,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-159,USA,NW North America,White Branch,moraine,,44.1842,-121.7883,,,,545.0,,
GLOF-NWNorthAmerica-160,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-161,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,,,,,,
GLOF-NWNorthAmerica-162,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-163,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-164,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,,,,,,
GLOF-NWNorthAmerica-165,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-166,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-167,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1944-08-15,1944.0,,,,
GLOF-NWNorthAmerica-168,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-169,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-170,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1945-08-08,1945.0,,,,
GLOF-NWNorthAmerica-171,USA,NW North America,,unknown,,61.245,-145.918,,,,,,
GLOF-NWNorthAmerica-172,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-173,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-174,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1946-08-04,1946.0,,,,
GLOF-NWNorthAmerica-175,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-176,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-177,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1947-08-05,1947.0,,,,
GLOF-NWNorthAmerica-178,Canada,NW North America,East Grouty,moraine,,50.6333,-122.9903,,,,,,
GLOF-NWNorthAmerica-179,USA,NW North America,,water pocket,water; outburst flood suplemented by rainfall,46.796,-121.743,1947-10-01,1947.0,,150.0,,
GLOF-NWNorthAmerica-180,USA,NW North America,,water pocket,debris flow; outburst triggered by rainfall,46.827,-121.77,1947-10-02,1947.0,,,,
GLOF-NWNorthAmerica-181,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-182,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-183,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1948-07-23,1948.0,,,,
GLOF-NWNorthAmerica-184,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-185,Canada,NW North America,Copper,moraine,,50.9714,-123.1922,,,,,,
GLOF-NWNorthAmerica-186,Canada,NW North America,South Macoun Lake,moraine,ice avalanche?,51.2133,-117.3789,,,,670.0,,
GLOF-NWNorthAmerica-187,Canada,NW North America,East Granite,moraine,,51.0583,-123.3469,,,,,,
GLOF-NWNorthAmerica-188,Canada,NW North America,Leckie South,moraine,,50.9494,-123.2081,,,,,,
GLOF-NWNorthAmerica-189,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-190,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1949-08-07,1949.0,,,,
GLOF-NWNorthAmerica-191,USA,NW North America,Snow,ice,,60.482579,-148.924999,1949-10-18,1949.0,,421.92,,
GLOF-NWNorthAmerica-192,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-193,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-194,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1950-07-27,1950.0,,,,
GLOF-NWNorthAmerica-195,USA,NW North America,Big Lake,ice,,61.59664,-146.620789,1950-09-04,1950.0,,1246.08,,
GLOF-NWNorthAmerica-196,Canada,NW North America,Kaskawulsh Lake,ice,,60.778189,-139.135408,,,,,,
GLOF-NWNorthAmerica-197,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-198,Canada,NW North America,,moraine,ice avalanche?,51.1311,-117.6775,,,,575.0,,
GLOF-NWNorthAmerica-199,USA,NW North America,,moraine,,44.657097,-121.790023,,,,,,
GLOF-NWNorthAmerica-200,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1951-07-26,1951.0,,,,
GLOF-NWNorthAmerica-201,USA,NW North America,Lake George,ice,,61.313,-148.576,1951-07-27,1951.0,,,,
GLOF-NWNorthAmerica-202,USA,NW North America,Snow,ice,,60.482579,-148.924999,1951-11-06,1951.0,,311.48,,
GLOF-NWNorthAmerica-203,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-204,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-205,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1952-08-06,1952.0,,,,
GLOF-NWNorthAmerica-206,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-207,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-208,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1953-07-06,1953.0,,530.0,,
GLOF-NWNorthAmerica-209,USA,NW North America,Big Lake,ice,,61.59664,-146.620789,1953-08-30,1953.0,,,,
GLOF-NWNorthAmerica-210,USA,NW North America,Snow,ice,,60.482579,-148.924999,1953-12-06,1953.0,,198.22,,
GLOF-NWNorthAmerica-211,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-212,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-213,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1954-09-11,1954.0,,210.0,,
GLOF-NWNorthAmerica-214,USA,NW North America,,moraine,,48.3925,-121.2847,,,,,,
GLOF-NWNorthAmerica-215,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-216,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-217,USA,NW North America,Big Lake,ice,,61.59664,-146.620789,1955-08-31,1955.0,,1331.04,,
GLOF-NWNorthAmerica-218,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1955-09-04,1955.0,,,,
GLOF-NWNorthAmerica-219,USA,NW North America,,water pocket,debris flow; 5 or 6 surges of water within 45 min. ice and boulders in flow and at 30% by volume,46.796,-121.743,1955-10-25,1955.0,,2000.0,,
GLOF-NWNorthAmerica-220,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-221,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-222,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1956-08-29,1956.0,,,,
GLOF-NWNorthAmerica-223,USA,NW North America,Snow,ice,,60.482579,-148.924999,1956-10-19,1956.0,,353.96,,
GLOF-NWNorthAmerica-224,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-225,USA,NW North America,,moraine,,44.698029,-121.798835,,,,225.0,,
GLOF-NWNorthAmerica-226,USA,NW North America,Lake George,ice,,61.313,-148.576,,,,,,
GLOF-NWNorthAmerica-227,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1957-08-04,1957.0,,1440.0,,
GLOF-NWNorthAmerica-228,USA,NW North America,Big Lake,ice,,61.59664,-146.620789,1957-09-08,1957.0,,1056.336,,
GLOF-NWNorthAmerica-229,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-230,USA,NW North America,Strandline Lake,ice,,61.505747,-151.910019,,,,,,
GLOF-NWNorthAmerica-231,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1958-07-07,1958.0,,1556.0,,
GLOF-NWNorthAmerica-232,USA,NW North America,Lake George,ice,,61.313,-148.576,1958-07-18,1958.0,,10200.0,,
GLOF-NWNorthAmerica-233,USA,NW North America,Snow,ice,,60.482579,-148.924999,1958-10-08,1958.0,,393.6,,
GLOF-NWNorthAmerica-234,Canada,NW North America,Strohn Lake,ice,,56.10376,-129.670515,1958-10-19,1958.0,,,,
GLOF-NWNorthAmerica-235,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-236,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,,,,,,
GLOF-NWNorthAmerica-237,USA,NW North America,,ice,,61.19,-145.935,1959-06-17,1959.0,,,,
GLOF-NWNorthAmerica-238,USA,NW North America,Lake George,ice,,61.313,-148.576,1959-06-26,1959.0,,6320.0,,
GLOF-NWNorthAmerica-239,USA,NW North America,Big Lake,ice,,61.59664,-146.620789,1959-07-11,1959.0,,648.528,,
GLOF-NWNorthAmerica-240,Canada,NW North America,Strohn Lake,ice,,56.10376,-129.670515,1959-10-26,1959.0,,,,
GLOF-NWNorthAmerica-241,USA,NW North America,,moraine,,44.483785,-121.838696,,,,,,
GLOF-NWNorthAmerica-242,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-243,USA,NW North America,Lake George,ice,,61.313,-148.576,1960-07-12,1960.0,,9290.0,,
GLOF-NWNorthAmerica-244,USA,NW North America,Dixon Lake,ice,,58.466097,-136.805277,1960-09-07,1960.0,,,,
GLOF-NWNorthAmerica-245,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1960-09-07,1960.0,,909.0,,
GLOF-NWNorthAmerica-246,USA,NW North America,Big Lake,ice,,61.59664,-146.620789,1960-10-01,1960.0,,617.376,,
GLOF-NWNorthAmerica-247,Canada,NW North America,Strohn Lake,ice,,56.10376,-129.670515,1960-10-06,1960.0,,,,
GLOF-NWNorthAmerica-248,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-249,USA,NW North America,Lake George,ice,englacial and subglacial seepage,61.313,-148.576,1961-07-20,1961.0,,10100.0,,
GLOF-NWNorthAmerica-250,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1961-08-12,1961.0,,1700.0,,
GLOF-NWNorthAmerica-251,USA,NW North America,,ice,debris flow was preceded by water flow over its top,46.827,-121.77,1961-08-23,1961.0,,,,
GLOF-NWNorthAmerica-252,USA,NW North America,Snow,ice,,60.482579,-148.924999,1961-09-29,1961.0,,543.68,,
GLOF-NWNorthAmerica-253,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1961-10-03,1961.0,,917.0,,
GLOF-NWNorthAmerica-254,Canada,NW North America,Strohn Lake,ice,,56.10376,-129.670515,1961-10-21,1961.0,,,,
GLOF-NWNorthAmerica-255,Canada,NW North America,Summit Lake,ice,,56.201261,-130.079713,1961-12-22,1961.0,155740000.0,1132.7,30152771.00438094,
GLOF-NWNorthAmerica-256,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,,,,,,
GLOF-NWNorthAmerica-257,USA,NW North America,Lake George,ice,englacial and subglacial seepage,61.313,-148.576,1962-06-26,1962.0,,4670.0,,
GLOF-NWNorthAmerica-258,USA,NW North America,Van Cleve Lake,ice,,60.695872,-144.408245,,,,8891.5,,
GLOF-NWNorthAmerica-259,Canada,NW North America,Tulsequah Lake,ice,,58.820674,-133.823862,1962-08-10,1962.0,,1300.0,,
GLOF-NWNorthAmerica-260,Canada,NW North America,Strohn Lake,ice,,56.10376,-129.670515,1962-08-13,1962.0,,,,
