lake_id,country,region,lake_name,dam_type,mechanism,latitude,longitude,outburst_date,outburst_year,reported_lake_volume_m3,reported_peak_discharge_m3s,surface_area_m2,elevation_m
GLOF-NWNorthAmerica-827,USA,NW North America,Suicide Lake,ice,,58.45869,-134.495745,2022-07-06,2022.0,,218.89,,
GLOF-NWNorthAmerica-828,USA,NW North America,Hidden Creek Lake,ice,,61.560855,-143.093834,2022-07-13,2022.0,,404.93,,
GLOF-NWNorthAmerica-829,USA,NW North America,Desolation Lake,ice,subglacial tunneling,58.751,-137.604,,,,,,
GLOF-NWNorthAmerica-830,Canada,NW North America,Summit Lake,ice,,56.201261,-130.079713,2022-07-26,2022.0,,,,
GLOF-NWNorthAmerica-831,USA,NW North America,Berg Lake,ice,,60.403511,-143.80331,2022-08-13,2022.0,,,,
GLOF-NWNorthAmerica-832,USA,NW North America,Ice Lake,ice,,60.072956,-149.607868,2022-09-04,2022.0,,,,
GLOF-NWNorthAmerica-833,USA,NW North America,Snow,ice,,60.482579,-148.924999,2022-09-02,2022.0,,753.23,,
GLOF-HighMountainAsia-1,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-2,Pakistan,High Mountain Asia,,ice,,35.69,75.91,,,,,,
GLOF-HighMountainAsia-3,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-4,Pakistan,High Mountain Asia,,ice,,35.69,75.91,,,,,,
GLOF-HighMountainAsia-5,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-6,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-7,Pakistan,High Mountain Asia,,ice,,36.81,74.36,,,,,,
GLOF-HighMountainAsia-8,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-9,India,High Mountain Asia,,ice,,34.856,78.128,,,,,,
GLOF-HighMountainAsia-10,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-11,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-12,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,,,
GLOF-HighMountainAsia-13,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-14,Pakistan,High Mountain Asia,,ice,,35.276973325,74.688517478,,,,,,
GLOF-HighMountainAsia-15,Pakistan,High Mountain Asia,,ice,,35.276973325,74.688517478,,,,,,
GLOF-HighMountainAsia-16,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-17,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-18,Pakistan,High Mountain Asia,,ice,,35.276973325,74.688517478,,,,,,
GLOF-HighMountainAsia-20,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,,,
GLOF-HighMountainAsia-22,India,High Mountain Asia,,ice,,35.13,77.76,,,,,,
GLOF-HighMountainAsia-23,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,,,
GLOF-HighMountainAsia-24,Pakistan,High Mountain Asia,,ice,,36.8,73.99,,,,,,
GLOF-HighMountainAsia-25,India,High Mountain Asia,,ice,,35.13,77.76,,,,,,
GLOF-HighMountainAsia-26,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-27,Pakistan,High Mountain Asia,,ice,breach,36.51,74.85,,,,,,
GLOF-HighMountainAsia-28,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,,,
GLOF-HighMountainAsia-30,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-31,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,9140.0,,
GLOF-HighMountainAsia-32,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,21110.21,,
GLOF-HighMountainAsia-33,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-34,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,15432.68,,
GLOF-HighMountainAsia-35,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-37,Pakistan,High Mountain Asia,,ice,,36.155,74.833,,,,,,
GLOF-HighMountainAsia-39,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,6000.0,,
GLOF-HighMountainAsia-40,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,17018.43,,
GLOF-HighMountainAsia-41,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-42,Pakistan,High Mountain Asia,,ice,,36.62,74.07,1893-07-07,1893.0,,16140.6,,
GLOF-HighMountainAsia-43,Pakistan,High Mountain Asia,,ice,,36.35,74.57,,,,,,
GLOF-HighMountainAsia-44,Pakistan,High Mountain Asia,,ice,,35.276973325,74.688517478,,,,,,
GLOF-HighMountainAsia-47,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,,,
GLOF-HighMountainAsia-48,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,5120.0,,
GLOF-HighMountainAsia-49,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,13139.02,,
GLOF-HighMountainAsia-50,Pakistan,High Mountain Asia,,ice,,36.35,74.57,,,,,,
GLOF-HighMountainAsia-52,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-53,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,11185.15,,
GLOF-HighMountainAsia-54,Pakistan,High Mountain Asia,,ice,,36.35,74.57,,,,,,
GLOF-HighMountainAsia-55,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1902-08-21,1902.0,,,,
GLOF-HighMountainAsia-56,Pakistan,High Mountain Asia,,ice,,36.35,74.57,,,,,,
GLOF-HighMountainAsia-57,India,High Mountain Asia,,ice,breach,35.13,77.76,,,,,,
GLOF-HighMountainAsia-58,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,,,
GLOF-HighMountainAsia-59,Pakistan,High Mountain Asia,,ice,,36.35,74.57,,,,,,
GLOF-HighMountainAsia-60,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-61,India,High Mountain Asia,,ice,,35.13,77.76,,,,,,
GLOF-HighMountainAsia-62,Pakistan,High Mountain Asia,,ice,,36.5,75.22,,,,,,
GLOF-HighMountainAsia-63,Pakistan,High Mountain Asia,,ice,,36.8,73.99,,,,,,
GLOF-HighMountainAsia-64,Pakistan,High Mountain Asia,,ice,,36.75,74.01,,,,,,
GLOF-HighMountainAsia-65,Pakistan,High Mountain Asia,,ice,breach,36.62,74.07,1905-06-17,1905.0,,,,
GLOF-HighMountainAsia-66,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,1905-08-02,1905.0,,10930.3,,
GLOF-HighMountainAsia-67,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-68,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,1906-08-11,1906.0,,15432.68,,
GLOF-HighMountainAsia-69,Pakistan,High Mountain Asia,,ice,overtopping,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-70,Pakistan,High Mountain Asia,,ice,,35.276973325,74.688517478,,,,,,
GLOF-HighMountainAsia-71,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-72,Pakistan,High Mountain Asia,,ice,,36.75,74.01,,,,,,
GLOF-HighMountainAsia-73,Pakistan,High Mountain Asia,,ice,,36.51,74.85,,,,,,
GLOF-HighMountainAsia-74,Tajikistan,High Mountain Asia,,moraine,,38.69,72.09,,,70000000.0,,16221864.588945834,
GLOF-HighMountainAsia-75,Pakistan,High Mountain Asia,,ice,tunneling,36.856,73.817,,,,,,
GLOF-HighMountainAsia-77,Pakistan,High Mountain Asia,,ice,,36.35,74.57,,,,,,
GLOF-HighMountainAsia-81,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,,,
GLOF-HighMountainAsia-82,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,3000.0,,
GLOF-HighMountainAsia-83,Nepal,High Mountain Asia,Lhonak glacial lake,moraine,,27.829351,88.037622,,,,,,
GLOF-HighMountainAsia-85,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-86,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-87,Pakistan,High Mountain Asia,,ice,,36.4,75.4,,,,,,
GLOF-HighMountainAsia-88,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-89,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,,,
GLOF-HighMountainAsia-90,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,8466.74,,
GLOF-HighMountainAsia-91,Pakistan,High Mountain Asia,,ice,,36.82,74.2,,,,,,
GLOF-HighMountainAsia-92,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-93,Kazakhstan,High Mountain Asia,No2,moraine,,43.066034,77.082339,1927-08-08,1927.0,,,,
GLOF-HighMountainAsia-95,China,High Mountain Asia,,ice,,35.873125,76.754479,,,,,,
GLOF-HighMountainAsia-96,China,High Mountain Asia,,ice,,35.74,76.98,,,,,,
GLOF-HighMountainAsia-97,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,,,
GLOF-HighMountainAsia-98,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,,,
GLOF-HighMountainAsia-99,India,High Mountain Asia,,ice,tunneling,35.180649,77.704625,1929-08-15,1929.0,1350000000.0,19793.48,160844990.01971453,
GLOF-HighMountainAsia-100,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-102,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1931-09-18,1931.0,,,,
GLOF-HighMountainAsia-103,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,17386.54,,
GLOF-HighMountainAsia-104,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1932-09-08,1932.0,,,,
GLOF-HighMountainAsia-105,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,11723.17,,
GLOF-HighMountainAsia-106,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1933-08-21,1933.0,,,,
GLOF-HighMountainAsia-108,India,High Mountain Asia,,ice,,35.180649,77.704625,,,,,,
GLOF-HighMountainAsia-109,China,High Mountain Asia,Taraco,moraine,tunneling,28.293536,86.131654,1935-08-28,1935.0,,,,
GLOF-HighMountainAsia-110,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1935-09-01,1935.0,,,,
GLOF-HighMountainAsia-111,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1936-10-01,1936.0,,,,
GLOF-HighMountainAsia-112,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,5250.0,,
GLOF-HighMountainAsia-113,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1937-10-01,1937.0,,,,
GLOF-HighMountainAsia-114,Kazakhstan,High Mountain Asia,,ice,,43.05,77.08,1938-07-20,1938.0,,,,
GLOF-HighMountainAsia-115,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1938-10-21,1938.0,,,,
GLOF-HighMountainAsia-116,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1939-08-01,1939.0,,,,
GLOF-HighMountainAsia-117,China,High Mountain Asia,Qunbixiama-Cho,moraine,,27.847121,88.921537,1940-07-10,1940.0,,1200.0,,
GLOF-HighMountainAsia-118,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1940-10-11,1940.0,,,,
GLOF-HighMountainAsia-119,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-120,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1941-10-01,1941.0,,,,
GLOF-HighMountainAsia-121,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1942-10-01,1942.0,,,,
GLOF-HighMountainAsia-122,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1943-09-22,1943.0,,,,
GLOF-HighMountainAsia-123,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-124,Kazakhstan,High Mountain Asia,,moraine,,43.031608,77.06583,1944-07-30,1944.0,,,,
GLOF-HighMountainAsia-125,Kazakhstan,High Mountain Asia,,moraine,,43.05,77.08,1944-08-18,1944.0,,,,
GLOF-HighMountainAsia-126,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1949-08-01,1949.0,,,,
GLOF-HighMountainAsia-127,China,High Mountain Asia,Lure Co,moraine,,28.27,90.59,,,,,,
GLOF-HighMountainAsia-128,Kazakhstan,High Mountain Asia,No2,moraine,breach,43.066034,77.082339,1951-08-20,1951.0,20000.0,,29024.263124422218,
GLOF-HighMountainAsia-130,Pakistan,High Mountain Asia,,ice,,35.83,75.01,,,,,,
GLOF-HighMountainAsia-131,China,High Mountain Asia,,ice,,35.873125,76.754479,,,,,,
GLOF-HighMountainAsia-132,China,High Mountain Asia,,ice,,35.85,76.77,,,,,,
GLOF-HighMountainAsia-133,Kyrgyzstan,High Mountain Asia,Teztor-1,moraine,piping,42.537,74.431,1953-06-22,1953.0,,400.0,,
GLOF-HighMountainAsia-134,Kazakhstan,High Mountain Asia,No50,water pocket,breach,43.015885,77.024342,1953-09-04,1953.0,,,,
GLOF-HighMountainAsia-135,Bhutan,High Mountain Asia,Sangwangco,moraine,,28.237632,90.105057,1954-07-16,1954.0,,10000.0,,
GLOF-HighMountainAsia-136,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1954-08-24,1954.0,,,,
GLOF-HighMountainAsia-137,Pakistan,High Mountain Asia,,ice,,36.62,74.07,,,,,,
GLOF-HighMountainAsia-138,Bhutan,High Mountain Asia,,moraine,,28.059218,90.602188,,,,,,
GLOF-HighMountainAsia-139,China,High Mountain Asia,Hailuogou,moraine,,29.53333,102.0,,,,,,
GLOF-HighMountainAsia-140,Bhutan,High Mountain Asia,Chubda Tsho,unknown,,28.02,90.705,,,,,,
GLOF-HighMountainAsia-141,Bhutan,High Mountain Asia,,moraine,,28.028,90.673,,,,,,
GLOF-HighMountainAsia-142,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1956-07-02,1956.0,,1740.0,,
GLOF-HighMountainAsia-144,Kazakhstan,High Mountain Asia,,water pocket,,43.066034,77.082339,1956-08-07,1956.0,32000.0,750.0,41782.435099461974,
GLOF-HighMountainAsia-145,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1956-09-03,1956.0,,1900.0,,
GLOF-HighMountainAsia-146,Bhutan,High Mountain Asia,Tarina Tso,moraine,,28.105847,89.89872,,,,,,
GLOF-HighMountainAsia-148,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1957-07-25,1957.0,,,,
GLOF-HighMountainAsia-149,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1957-08-31,1957.0,,,,
GLOF-HighMountainAsia-150,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1957-09-07,1957.0,,1210.0,,
GLOF-HighMountainAsia-152,India,High Mountain Asia,,ice,,35.1,77.77,,,,,,
GLOF-HighMountainAsia-153,Kazakhstan,High Mountain Asia,No17,moraine,tunnelling,43.16,77.42,1958-07-06,1958.0,250000.0,221.0,205626.48045588663,
GLOF-HighMountainAsia-155,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1958-09-01,1958.0,,,,
GLOF-HighMountainAsia-156,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1958-11-24,1958.0,,448.0,,
GLOF-HighMountainAsia-157,Bhutan,High Mountain Asia,Tarina Tso,moraine,,28.105847,89.89872,,,,,,
GLOF-HighMountainAsia-158,Kazakhstan,High Mountain Asia,No51,moraine,breach,43.015885,77.024342,1959-07-16,1959.0,,,,
GLOF-HighMountainAsia-159,Pakistan,High Mountain Asia,,ice,,36.5,75.22,1959-08-21,1959.0,,,,
GLOF-HighMountainAsia-160,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1959-08-26,1959.0,,,,
GLOF-HighMountainAsia-161,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,2460.0,,
GLOF-HighMountainAsia-162,Kazakhstan,High Mountain Asia,No51,water pocket,breach,43.015885,77.024342,1959-09-04,1959.0,,10.0,,
GLOF-HighMountainAsia-163,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1959-09-19,1959.0,,1120.0,,
GLOF-HighMountainAsia-164,Kyrgyzstan,High Mountain Asia,Aksay,moraine,,42.54074,74.5171,1960-07-08,1960.0,,,,
GLOF-HighMountainAsia-165,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-168,Bhutan,High Mountain Asia,Bachamancha Tso,moraine,,28.031304,90.676754,,,,,,
GLOF-HighMountainAsia-169,Kazakhstan,High Mountain Asia,,moraine,,43.1706,77.2952,1960-06-30,1960.0,,,,
GLOF-HighMountainAsia-170,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1960-07-22,1960.0,,,,
GLOF-HighMountainAsia-171,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1960-09-04,1960.0,,,,
GLOF-HighMountainAsia-172,Kyrgyzstan,High Mountain Asia,Aksay,moraine,,42.54074,74.5171,,,,,,
GLOF-HighMountainAsia-173,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-174,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1961-07-16,1961.0,,1230.0,,
GLOF-HighMountainAsia-175,Kazakhstan,High Mountain Asia,No8,moraine,,43.0,77.1,1961-07-26,1961.0,,,,
GLOF-HighMountainAsia-177,Kazakhstan,High Mountain Asia,No8,moraine,,43.0,77.1,1961-08-19,1961.0,,,,
GLOF-HighMountainAsia-178,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,6270.0,,
GLOF-HighMountainAsia-179,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1961-09-09,1961.0,,,,
GLOF-HighMountainAsia-181,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-182,Nepal,High Mountain Asia,,unknown,,27.766255,88.026638,,,,,,
GLOF-HighMountainAsia-183,Nepal,High Mountain Asia,,unknown,,27.769867,87.874966,,,,,,
GLOF-HighMountainAsia-185,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1962-09-15,1962.0,,390.0,,
GLOF-HighMountainAsia-186,Nepal,High Mountain Asia,Tiptola glacial lake,moraine,,27.815292,87.749295,,,,,,
GLOF-HighMountainAsia-187,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-188,Tajikistan,High Mountain Asia,Lake Abdukagor,ice,englacial,38.631723,72.146101,1963-07-03,1963.0,15000000.0,2000.0,4914630.41596396,
GLOF-HighMountainAsia-189,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1963-06-06,1963.0,,925.0,,
GLOF-HighMountainAsia-190,Tajikistan,High Mountain Asia,Lake Abdukagor,ice,englacial,38.631723,72.146101,1963-06-19,1963.0,22500000.0,2000.0,6729700.180360145,
GLOF-HighMountainAsia-191,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,1690.0,,
GLOF-HighMountainAsia-192,Kazakhstan,High Mountain Asia,No17,moraine,,43.16,77.42,1963-07-07,1963.0,450000.0,12000.0,324313.25940932985,
GLOF-HighMountainAsia-193,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,subglacial,42.206778,79.846401,1963-09-07,1963.0,,629.0,,
GLOF-HighMountainAsia-194,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,1963-09-16,1963.0,,1500.0,,
GLOF-HighMountainAsia-195,Pakistan,High Mountain Asia,,ice,,36.342335,75.478606,,,,,,
GLOF-HighMountainAsia-196,China,High Mountain Asia,Taraco,moraine,,28.293536,86.131654,,,,,,
GLOF-HighMountainAsia-197,China,High Mountain Asia,Zhangzangbo,moraine,tunneling,28.066849,86.066122,,,,,,
GLOF-HighMountainAsia-198,Kazakhstan,High Mountain Asia,,moraine,,43.0,77.1,1964-07-25,1964.0,,,,
GLOF-HighMountainAsia-199,China,High Mountain Asia,Longdaco,moraine,,28.620184,85.349693,1964-08-28,1964.0,,3100.0,,
GLOF-HighMountainAsia-200,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,2450.0,,
GLOF-HighMountainAsia-201,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1964-09-16,1964.0,,500.0,,
GLOF-HighMountainAsia-202,China,High Mountain Asia,Gelhaipuco,moraine,,27.964347,87.814064,1964-09-21,1964.0,,3260.0,,
GLOF-HighMountainAsia-203,China,High Mountain Asia,Damenlahe-Cho,moraine,,29.83333,93.15,1964-09-26,1964.0,,,,
GLOF-HighMountainAsia-204,Pakistan,High Mountain Asia,,ice,,36.5,75.22,,,,,,
GLOF-HighMountainAsia-205,Kazakhstan,High Mountain Asia,,water pocket,,43.0,77.4,1965-07-15,1965.0,,,,
GLOF-HighMountainAsia-206,Kyrgyzstan,High Mountain Asia,Aksay,moraine,,42.54074,74.5171,1965-07-21,1965.0,,,,
GLOF-HighMountainAsia-207,Kazakhstan,High Mountain Asia,No51,unknown,breach,43.015885,77.024342,1965-07-21,1965.0,,,,
GLOF-HighMountainAsia-208,Kazakhstan,High Mountain Asia,,moraine,,43.015923,77.114213,1965-07-25,1965.0,,,,
GLOF-HighMountainAsia-209,Kazakhstan,High Mountain Asia,Karakia,moraine,,43.0,77.4,1965-07-30,1965.0,,,,
GLOF-HighMountainAsia-210,China,High Mountain Asia,Ayaco,moraine,,28.348126,86.493688,1965-08-15,1965.0,,,,
GLOF-HighMountainAsia-211,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1965-08-16,1965.0,,,,
GLOF-HighMountainAsia-212,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,1770.0,,
GLOF-HighMountainAsia-213,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1965-09-01,1965.0,,1090.0,,
GLOF-HighMountainAsia-214,Kyrgyzstan,High Mountain Asia,Aksay,moraine,,42.54074,74.5171,1966-06-18,1966.0,,,,
GLOF-HighMountainAsia-215,China,High Mountain Asia,Degaco,moraine,,28.3336,90.6738,,,,,,
GLOF-HighMountainAsia-216,Bhutan,High Mountain Asia,Upper Chokham Tscho,moraine,,27.836031,89.369702,,,,,,
GLOF-HighMountainAsia-217,Bhutan,High Mountain Asia,Jhomohari south,moraine,,27.78903,89.267349,,,,,,
GLOF-HighMountainAsia-218,China,High Mountain Asia,Simdong Goi Tsho,moraine,,28.217,89.811,,,,,,
GLOF-HighMountainAsia-219,China,High Mountain Asia,Upper Jiejiu Tsho,moraine,,28.273,90.713,,,,,,
GLOF-HighMountainAsia-220,China,High Mountain Asia,Upper Shegong Tsho,moraine,,28.304,90.741,,,,,,
GLOF-HighMountainAsia-221,China,High Mountain Asia,Jichudrake north 2,moraine,,27.884036,89.351335,,,,,,
GLOF-HighMountainAsia-222,China,High Mountain Asia,Jichudrake north 1,moraine,,27.878384,89.312239,,,,,,
GLOF-HighMountainAsia-223,Bhutan,High Mountain Asia,,moraine,,27.81899,89.350219,,,,,,
GLOF-HighMountainAsia-224,China,High Mountain Asia,Hailuogou,moraine,,29.53333,102.0,,,,,,
GLOF-HighMountainAsia-225,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1966-07-04,1966.0,,,,
GLOF-HighMountainAsia-226,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,1966-07-29,1966.0,,1480.0,,
GLOF-HighMountainAsia-227,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1966-08-03,1966.0,,,,
GLOF-HighMountainAsia-228,Kazakhstan,High Mountain Asia,No51,unknown,breach or overtopping,43.015885,77.024342,1966-08-17,1966.0,,,,
GLOF-HighMountainAsia-229,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1966-12-13,1966.0,,132.0,,
GLOF-HighMountainAsia-230,Kazakhstan,High Mountain Asia,,water pocket,,43.07,77.4,1967-07-31,1967.0,,,,
GLOF-HighMountainAsia-231,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1967-09-07,1967.0,,920.0,,
GLOF-HighMountainAsia-232,Nepal,High Mountain Asia,Tiptola glacial lake,moraine,,27.815292,87.749295,,,,,,
GLOF-HighMountainAsia-234,Kazakhstan,High Mountain Asia,,water pocket,,43.02,77.3,1968-07-22,1968.0,,,,
GLOF-HighMountainAsia-235,China,High Mountain Asia,Damenlahe-Cho,moraine,,29.83333,93.15,,,,,,
GLOF-HighMountainAsia-236,China,High Mountain Asia,Longdaco,moraine,,28.620184,85.349693,,,,,,
GLOF-HighMountainAsia-237,Kyrgyzstan,High Mountain Asia,Aksay,moraine,,42.54074,74.5171,1968-08-10,1968.0,,,,
GLOF-HighMountainAsia-238,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,3150.0,,
GLOF-HighMountainAsia-239,China,High Mountain Asia,Ayaco,moraine,,28.348126,86.493688,1968-08-15,1968.0,,,,
GLOF-HighMountainAsia-240,Kazakhstan,High Mountain Asia,,water pocket,,43.0,77.1,1968-08-17,1968.0,,,,
GLOF-HighMountainAsia-241,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1968-08-21,1968.0,,1510.0,,
GLOF-HighMountainAsia-242,Kyrgyzstan,High Mountain Asia,Aksay,moraine,,42.54074,74.5171,1969-07-25,1969.0,,,,
GLOF-HighMountainAsia-243,China,High Mountain Asia,Ayaco,moraine,,28.348126,86.493688,1969-08-17,1969.0,,,,
GLOF-HighMountainAsia-244,Kyrgyzstan,High Mountain Asia,Merzbacher,ice,j kulhlaup,42.206778,79.846401,1969-08-20,1969.0,,1540.0,,
GLOF-HighMountainAsia-245,China,High Mountain Asia,Kyagar lake,ice,,35.677413,77.193246,,,,1000.0,,
GLOF-HighMountainAsia-246,China,High Mountain Asia,Qunbixiama-Cho,moraine,,27.847121,88.921537,,,,,,
